run_id,model,phase,prompt_idx,prompt_short,t_start_mono,t_end_mono,duration_ms,tokens_per_sec,prompt_tokens,prompt_tokens_per_sec,gen_tokens,gpu_mean_w,gpu_peak_w,gpu_energy_j,cpu_mean_pct,total_tokens,j_per_token,j_per_out_token,reasoning_mode,reasoning_toggle_method,thinking_tokens_est,answer_tokens_est,energy_thinking_j,energy_answer_j,j_per_answer_token,correct
1,gemma3:4b,load,2,Name three planets in our solar system.,10685.265,10686.201,936,67.9,17,510.4,47,70.270,75.460,65.796,,64,1.0280669142931458,1.3999209045693901,n/a,,0,47,0.000,65.796,1.3999,
1,gemma3:4b,load,3,What is 17 multiplied by 23?,10686.327,10688.359,2031,71.2,20,600.2,125,65.633,76.650,133.314,,145,0.9194076917350025,1.0665129224126029,n/a,,0,125,0.000,133.314,1.0665,
1,gemma3:4b,load,4,"Who wrote the novel ""1984""?",10688.428,10689.299,870,67.1,19,577.7,42,67.720,72.940,58.940,,61,0.9662306585504394,1.403335004085162,n/a,,0,42,0.000,58.940,1.4033,
1,gemma3:4b,load,5,Explain the difference between TCP and UDP in two sentences.,10689.483,10690.853,1369,68.7,20,598.0,76,58.547,61.830,80.195,,96,0.8353664591381245,1.0551997378586835,n/a,,0,76,0.000,80.195,1.0552,
1,gemma3:4b,load,6,What are the main advantages of using containers over virtua,10691.066,10705.003,13937,78.5,21,523.2,1041,111.507,124.950,1554.094,,1062,1.4633649792186059,1.4928853102114883,n/a,,0,1041,0.000,1554.094,1.4929,
1,gemma3:4b,load,7,Describe how HTTPS protects data in transit.,10705.453,10717.999,12546,82.7,17,931.6,985,121.862,126.700,1528.903,,1002,1.5258508717064,1.5521853537561552,n/a,,0,985,0.000,1528.903,1.5522,
1,gemma3:4b,load,8,What is gradient descent and why is it used in machine learn,10718.059,10732.629,14569,79.5,22,1198.8,1103,117.046,127.210,1705.356,,1125,1.5158716021318575,1.5461065751571528,n/a,,0,1103,0.000,1705.356,1.5461,
1,gemma3:4b,load,9,Summarise the causes of World War I in three bullet points.,10732.819,10735.486,2667,70.8,22,579.1,167,70.788,77.980,188.815,,189,0.9990209906510824,1.130628546305716,n/a,,0,167,0.000,188.815,1.1306,
1,gemma3:4b,load,10,Write a Python function that checks whether a given string i,10735.977,10746.864,10887,75.2,29,724.1,777,76.554,93.990,833.488,,806,1.034104542244609,1.072700464670727,n/a,,0,777,0.000,833.488,1.0727,
1,gemma3:4b,load,11,Explain how a transformer neural network works. Cover attent,10747.005,10764.189,17183,83.5,27,1494.0,1366,123.401,128.510,2120.444,,1393,1.5222138520403659,1.552301534328133,n/a,,0,1366,0.000,2120.444,1.5523,
1,gemma3:4b,load,12,Write a short story (about 200 words) about a robot who disc,10764.418,10768.158,3740,75.1,32,791.8,254,79.938,103.940,298.980,,286,1.0453841697518937,1.1770861123978016,n/a,,0,254,0.000,298.980,1.1771,
1,gemma3:4b,load,13,List and briefly explain ten common software design patterns,10768.625,10778.268,9642,84.1,26,738.2,763,115.709,128.190,1115.697,,789,1.4140647763391794,1.462250469897264,n/a,,0,763,0.000,1115.697,1.4623,
1,gemma3:4b,load,14,Describe the pros and cons of renewable energy sources: sola,10778.630,10793.994,15364,81.4,28,1460.2,1190,121.388,127.940,1865.075,,1218,1.531260613084558,1.5672902745689008,n/a,,0,1190,0.000,1865.075,1.5673,
2,gemma3:4b,load,0,What is the capital of France?,10794.405,10795.131,726,66.4,16,500.2,32,59.535,68.550,43.229,,48,0.9006095072165227,1.350914260824784,n/a,,0,32,0.000,43.229,1.3509,
2,gemma3:4b,load,1,What year was the C programming language created?,10795.461,10798.409,2948,80.0,18,565.2,211,84.310,129.020,248.552,,229,1.0853788736061891,1.1779704362834944,n/a,,0,211,0.000,248.552,1.1780,
2,gemma3:4b,load,2,Name three planets in our solar system.,10798.636,10799.505,868,84.9,17,923.5,54,104.730,114.250,90.949,,71,1.2809738193881768,1.684243355121492,n/a,,0,54,0.000,90.949,1.6842,
2,gemma3:4b,load,3,What is 17 multiplied by 23?,10799.713,10801.398,1684,84.5,20,1077.5,120,104.977,127.060,176.814,,140,1.2629602266609758,1.4734535977711383,n/a,,0,120,0.000,176.814,1.4735,
2,gemma3:4b,load,4,"Who wrote the novel ""1984""?",10801.815,10802.532,716,86.2,19,1038.5,42,88.520,97.840,63.410,,61,1.03950620072614,1.5097590058165364,n/a,,0,42,0.000,63.410,1.5098,
2,gemma3:4b,load,5,Explain the difference between TCP and UDP in two sentences.,10802.875,10804.028,1152,88.6,20,1108.8,81,91.493,105.160,105.471,,101,1.044267261236233,1.3021110294427103,n/a,,0,81,0.000,105.471,1.3021,
2,gemma3:4b,load,6,What are the main advantages of using containers over virtua,10804.454,10815.978,11523,85.0,21,1168.1,925,122.638,128.290,1413.253,,946,1.4939246693152013,1.5278407969428978,n/a,,0,925,0.000,1413.253,1.5278,
2,gemma3:4b,load,7,Describe how HTTPS protects data in transit.,10816.003,10829.529,13525,82.7,17,965.2,1061,126.393,129.040,1709.563,,1078,1.5858651014110094,1.6112748155712235,n/a,,0,1061,0.000,1709.563,1.6113,
2,gemma3:4b,load,8,What is gradient descent and why is it used in machine learn,10829.716,10842.816,13099,84.2,22,1160.2,1046,125.533,129.050,1644.428,,1068,1.5397263958048664,1.5721106985847009,n/a,,0,1046,0.000,1644.428,1.5721,
2,gemma3:4b,load,9,Summarise the causes of World War I in three bullet points.,10842.853,10845.331,2478,86.8,22,1219.3,190,121.704,129.440,301.663,,212,1.4229400178320162,1.5877014935809863,n/a,,0,190,0.000,301.663,1.5877,
2,gemma3:4b,load,10,Write a Python function that checks whether a given string i,10845.481,10857.039,11558,81.8,29,1534.6,896,125.224,128.850,1447.412,,925,1.5647696671812124,1.6154151139984614,n/a,,0,896,0.000,1447.412,1.6154,
2,gemma3:4b,load,11,Explain how a transformer neural network works. Cover attent,10857.096,10874.454,17357,83.0,27,1394.7,1371,126.984,129.550,2204.142,,1398,1.5766397207080824,1.6076895182712614,n/a,,0,1371,0.000,2204.142,1.6077,
2,gemma3:4b,load,12,Write a short story (about 200 words) about a robot who disc,10874.489,10877.995,3505,84.8,32,1750.3,269,123.080,128.890,431.494,,301,1.4335354880919629,1.6040675907646127,n/a,,0,269,0.000,431.494,1.6041,
2,gemma3:4b,load,13,List and briefly explain ten common software design patterns,10878.226,10889.446,11219,82.1,26,1378.4,872,124.652,129.650,1398.586,,898,1.557445119803831,1.603882703651193,n/a,,0,872,0.000,1398.586,1.6039,
2,gemma3:4b,load,14,Describe the pros and cons of renewable energy sources: sola,10889.811,10904.793,14981,82.6,28,1514.4,1177,124.606,129.780,1866.834,,1205,1.5492402141640966,1.5860955463617132,n/a,,0,1177,0.000,1866.834,1.5861,
3,gemma3:4b,load,0,What is the capital of France?,10905.090,10905.766,676,88.8,16,876.8,41,97.485,103.970,65.908,,57,1.1562843668030525,1.6075172904335122,n/a,,0,41,0.000,65.908,1.6075,
3,gemma3:4b,load,1,What year was the C programming language created?,10906.161,10908.841,2679,85.2,18,1029.4,203,106.142,129.470,284.457,,221,1.2871337572719712,1.4012638441236729,n/a,,0,203,0.000,284.457,1.4013,
3,gemma3:4b,load,2,Name three planets in our solar system.,10908.843,10909.711,868,85.3,17,937.7,54,121.115,128.180,105.159,,71,1.4811077661653147,1.9473824332914322,n/a,,0,54,0.000,105.159,1.9474,
3,gemma3:4b,load,3,What is 17 multiplied by 23?,10909.902,10911.705,1802,84.4,20,1099.1,129,109.060,129.280,196.615,,149,1.3195608582414167,1.5241439370385355,n/a,,0,129,0.000,196.615,1.5241,
3,gemma3:4b,load,4,"Who wrote the novel ""1984""?",10912.055,10912.742,686,86.8,19,1042.8,40,94.860,103.030,65.150,,59,1.1042398069734651,1.628753715285861,n/a,,0,40,0.000,65.150,1.6288,
3,gemma3:4b,load,5,Explain the difference between TCP and UDP in two sentences.,10913.110,10914.182,1071,86.0,20,1098.0,71,91.630,108.730,98.224,,91,1.0793827235910947,1.3834341950252058,n/a,,0,71,0.000,98.224,1.3834,
3,gemma3:4b,load,6,What are the main advantages of using containers over virtua,10914.689,10925.954,11264,83.8,21,1122.6,893,122.957,129.230,1385.080,,914,1.5154043969454252,1.551041006504052,n/a,,0,893,0.000,1385.080,1.5510,
3,gemma3:4b,load,7,Describe how HTTPS protects data in transit.,10926.257,10939.583,13326,83.2,17,941.8,1051,124.381,129.870,1657.555,,1068,1.552018214376173,1.5771222197466723,n/a,,0,1051,0.000,1657.555,1.5771,
3,gemma3:4b,load,8,What is gradient descent and why is it used in machine learn,10939.959,10952.776,12816,83.8,22,1120.5,1017,124.306,128.910,1593.222,,1039,1.533418675202788,1.5665899739780695,n/a,,0,1017,0.000,1593.222,1.5666,
3,gemma3:4b,load,9,Summarise the causes of World War I in three bullet points.,10953.140,10955.395,2255,85.3,22,1208.0,168,109.474,126.560,246.881,,190,1.299375258038195,1.469531541828911,n/a,,0,168,0.000,246.881,1.4695,
3,gemma3:4b,load,10,Write a Python function that checks whether a given string i,10955.766,10965.458,9691,84.8,29,1601.6,774,123.324,129.520,1195.230,,803,1.4884562753573485,1.5442253089301692,n/a,,0,774,0.000,1195.230,1.5442,
3,gemma3:4b,load,11,Explain how a transformer neural network works. Cover attent,10965.739,10982.480,16741,82.6,27,1477.5,1317,126.004,130.520,2109.467,,1344,1.569544177773971,1.6017216210540752,n/a,,0,1317,0.000,2109.467,1.6017,
3,gemma3:4b,load,12,Write a short story (about 200 words) about a robot who disc,10982.536,10986.240,3703,86.7,32,1687.1,291,123.621,129.920,457.810,,323,1.417368651411102,1.5732304962398143,n/a,,0,291,0.000,457.810,1.5732,
3,gemma3:4b,load,13,List and briefly explain ten common software design patterns,10986.261,10996.419,10158,85.9,26,1432.4,823,127.695,130.220,1297.139,,849,1.527843852841708,1.5761110948512882,n/a,,0,823,0.000,1297.139,1.5761,
3,gemma3:4b,load,14,Describe the pros and cons of renewable energy sources: sola,10996.772,11011.165,14393,83.0,28,1550.6,1133,125.100,129.480,1800.599,,1161,1.5509039555395325,1.589231679065664,n/a,,0,1133,0.000,1800.599,1.5892,
0,llama3.2:1b,idle,-1,IDLE_BASELINE,11034.254,11044.751,10496,0,0,0,0,25.231,34.490,264.841,,0,0,0,n/a,,0,0,0,0,0,
1,llama3.2:1b,load,0,What is the capital of France?,11044.751,11045.208,456,32.4,32,301.0,8,17.290,17.290,7.897,,40,0.19741973655928313,0.9870986827964157,n/a,,0,8,0.000,7.897,0.9871,
1,llama3.2:1b,load,1,What year was the C programming language created?,11045.289,11045.495,205,183.4,34,4002.7,17,21.430,21.430,4.405,,51,0.08637540209458558,0.25912620628375677,n/a,,0,17,0.000,4.405,0.2591,
1,llama3.2:1b,load,2,Name three planets in our solar system.,11045.823,11046.051,227,185.9,33,4064.1,21,37.710,37.710,8.585,,54,0.15897860083106327,0.4088021164227341,n/a,,0,21,0.000,8.585,0.4088,
1,llama3.2:1b,load,3,What is 17 multiplied by 23?,11046.351,11046.834,482,176.4,34,4132.9,60,51.360,51.360,24.762,,94,0.26342095146427225,0.4126928239606932,n/a,,0,60,0.000,24.762,0.4127,
1,llama3.2:1b,load,4,"Who wrote the novel ""1984""?",11046.877,11047.411,533,179.0,33,3765.3,69,78.505,87.600,41.914,,102,0.4109254790876613,0.6074550560426297,n/a,,0,69,0.000,41.914,0.6075,
1,llama3.2:1b,load,5,Explain the difference between TCP and UDP in two sentences.,11047.931,11048.477,545,178.8,37,4340.9,71,66.305,67.220,36.192,,108,0.3351088791830334,0.5097430838277127,n/a,,0,71,0.000,36.192,0.5097,
1,llama3.2:1b,load,6,What are the main advantages of using containers over virtua,11048.981,11051.092,2110,174.6,37,4456.8,314,86.862,103.610,183.348,,351,0.5223600917545015,0.5839120770886306,n/a,,0,314,0.000,183.348,0.5839,
1,llama3.2:1b,load,7,Describe how HTTPS protects data in transit.,11051.608,11054.388,2780,170.1,33,3944.3,408,90.655,103.160,252.083,,441,0.5716159074928344,0.6178495470694607,n/a,,0,408,0.000,252.083,0.6178,
1,llama3.2:1b,load,8,What is gradient descent and why is it used in machine learn,11054.764,11058.127,3362,172.7,38,4387.9,501,95.560,104.080,321.339,,539,0.5961761362559916,0.64139508471453,n/a,,0,501,0.000,321.339,0.6414,
1,llama3.2:1b,load,9,Summarise the causes of World War I in three bullet points.,11058.459,11059.997,1537,169.9,39,4480.3,217,87.647,94.240,134.745,,256,0.5263495273016728,0.6209469077844619,n/a,,0,217,0.000,134.745,0.6209,
1,llama3.2:1b,load,10,Write a Python function that checks whether a given string i,11060.056,11061.944,1888,171.8,45,5080.3,275,99.690,105.160,188.258,,320,0.5883077179815872,0.6845762536513015,n/a,,0,275,0.000,188.258,0.6846,
1,llama3.2:1b,load,11,Explain how a transformer neural network works. Cover attent,11062.162,11068.199,6037,171.1,44,5056.1,922,102.367,107.340,617.998,,966,0.6397496889156047,0.670280042833486,n/a,,0,922,0.000,617.998,0.6703,
1,llama3.2:1b,load,12,Write a short story (about 200 words) about a robot who disc,11068.469,11070.261,1792,174.3,46,5418.1,262,93.198,104.870,167.045,,308,0.5423548199252214,0.6375774218968251,n/a,,0,262,0.000,167.045,0.6376,
1,llama3.2:1b,load,13,List and briefly explain ten common software design patterns,11070.571,11074.002,3431,175.3,41,4774.0,527,99.270,107.770,340.625,,568,0.599691540524087,0.6463468596160938,n/a,,0,527,0.000,340.625,0.6463,
1,llama3.2:1b,load,14,Describe the pros and cons of renewable energy sources: sola,11074.318,11078.185,3866,176.4,46,5461.4,593,99.376,106.680,384.231,,639,0.60130072882629,0.6479446302192232,n/a,,0,593,0.000,384.231,0.6479,
2,llama3.2:1b,load,0,What is the capital of France?,11078.517,11078.662,145,203.3,32,4055.4,8,90.180,90.180,13.087,,40,0.3271729655995123,1.6358648279975616,n/a,,0,8,0.000,13.087,1.6359,
2,llama3.2:1b,load,1,What year was the C programming language created?,11079.048,11079.261,212,189.5,34,4159.8,19,56.450,56.450,12.001,,53,0.22642620411196096,0.6316099377859964,n/a,,0,19,0.000,12.001,0.6316,
2,llama3.2:1b,load,2,Name three planets in our solar system.,11079.576,11079.802,226,184.8,33,4005.7,21,49.830,49.830,11.267,,54,0.20865010737362455,0.5365288475321774,n/a,,0,21,0.000,11.267,0.5365,
2,llama3.2:1b,load,3,What is 17 multiplied by 23?,11080.107,11080.586,478,181.7,34,4109.7,62,54.780,54.780,26.235,,96,0.27328543744620787,0.4231516450779993,n/a,,0,62,0.000,26.235,0.4232,
2,llama3.2:1b,load,4,"Who wrote the novel ""1984""?",11080.637,11080.937,300,183.2,33,4023.3,33,71.210,71.210,21.391,,66,0.3241007714280355,0.648201542856071,n/a,,0,33,0.000,21.391,0.6482,
2,llama3.2:1b,load,5,Explain the difference between TCP and UDP in two sentences.,11081.212,11082.018,806,171.4,37,4418.5,108,75.840,75.910,61.142,,145,0.4216675913050321,0.5661277846224968,n/a,,0,108,0.000,61.142,0.5661,
2,llama3.2:1b,load,6,What are the main advantages of using containers over virtua,11082.263,11084.927,2663,174.5,37,4571.6,404,96.592,106.590,257.316,,441,0.5834830884773364,0.6369208960854092,n/a,,0,404,0.000,257.316,0.6369,
2,llama3.2:1b,load,7,Describe how HTTPS protects data in transit.,11085.417,11088.193,2776,177.5,33,4078.3,423,94.680,106.850,262.841,,456,0.5764064110571052,0.6213742870970212,n/a,,0,423,0.000,262.841,0.6214,
2,llama3.2:1b,load,8,What is gradient descent and why is it used in machine learn,11088.572,11092.485,3912,169.0,38,4262.2,580,98.297,107.950,384.588,,618,0.6223108431681654,0.6630829328929763,n/a,,0,580,0.000,384.588,0.6631,
2,llama3.2:1b,load,9,Summarise the causes of World War I in three bullet points.,11092.773,11094.476,1702,175.1,39,4532.1,250,95.755,106.750,163.034,,289,0.5641312405895241,0.6521357141214899,n/a,,0,250,0.000,163.034,0.6521,
2,llama3.2:1b,load,10,Write a Python function that checks whether a given string i,11094.892,11096.963,2070,173.4,45,5202.0,305,89.737,106.690,185.831,,350,0.5309469879837256,0.6092834288337836,n/a,,0,305,0.000,185.831,0.6093,
2,llama3.2:1b,load,11,Explain how a transformer neural network works. Cover attent,11096.990,11103.408,6417,172.7,44,4897.0,985,105.862,109.320,679.393,,1029,0.660245632320945,0.6897388382317283,n/a,,0,985,0.000,679.393,0.6897,
2,llama3.2:1b,load,12,Write a short story (about 200 words) about a robot who disc,11103.798,11105.636,1838,175.2,46,5212.0,272,92.403,106.750,169.859,,318,0.5341467080532941,0.6244803425034835,n/a,,0,272,0.000,169.859,0.6245,
